"Kod";"Nazwa";"Rodzaje gmin";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2061000;"Powiat m.Białystok";"gmina miejsko-wiejska";"2021";0;"-";"";
2061000;"Powiat m.Białystok";"gmina wiejska";"2021";0;"-";"";
2062000;"Powiat m.Łomża";"gmina miejska razem";"2021";1;"-";"";
2062000;"Powiat m.Łomża";"gmina miejsko-wiejska";"2021";0;"-";"";
2062000;"Powiat m.Łomża";"gmina wiejska";"2021";0;"-";"";
2063000;"Powiat m.Suwałki";"gmina miejska razem";"2021";1;"-";"";
2063000;"Powiat m.Suwałki";"gmina miejsko-wiejska";"2021";0;"-";"";
2063000;"Powiat m.Suwałki";"gmina wiejska";"2021";0;"-";"";
2200000;"POMORSKIE";"gmina miejska razem";"2021";22;"-";"";
2200000;"POMORSKIE";"gmina miejsko-wiejska";"2021";20;"-";"";
2200000;"POMORSKIE";"gmina wiejska";"2021";81;"-";"";
2201000;"Powiat bytowski";"gmina miejska razem";"2021";0;"-";"";
2201000;"Powiat bytowski";"gmina miejsko-wiejska";"2021";2;"-";"";
2201000;"Powiat bytowski";"gmina wiejska";"2021";8;"-";"";
2202000;"Powiat chojnicki";"gmina miejska razem";"2021";1;"-";"";
2202000;"Powiat chojnicki";"gmina miejsko-wiejska";"2021";2;"-";"";
2202000;"Powiat chojnicki";"gmina wiejska";"2021";2;"-";"";
2203000;"Powiat człuchowski";"gmina miejska razem";"2021";1;"-";"";
2203000;"Powiat człuchowski";"gmina miejsko-wiejska";"2021";2;"-";"";
2203000;"Powiat człuchowski";"gmina wiejska";"2021";4;"-";"";
2204000;"Powiat gdański";"gmina miejska razem";"2021";1;"-";"";
2204000;"Powiat gdański";"gmina miejsko-wiejska";"2021";0;"-";"";
2204000;"Powiat gdański";"gmina wiejska";"2021";7;"-";"";
2205000;"Powiat kartuski";"gmina miejska razem";"2021";0;"-";"";
2205000;"Powiat kartuski";"gmina miejsko-wiejska";"2021";2;"-";"";
2205000;"Powiat kartuski";"gmina wiejska";"2021";6;"-";"";
2206000;"Powiat kościerski";"gmina miejska razem";"2021";1;"-";"";
2206000;"Powiat kościerski";"gmina miejsko-wiejska";"2021";0;"-";"";
2206000;"Powiat kościerski";"gmina wiejska";"2021";7;"-";"";
2207000;"Powiat kwidzyński";"gmina miejska razem";"2021";1;"-";"";
2207000;"Powiat kwidzyński";"gmina miejsko-wiejska";"2021";1;"-";"";
2207000;"Powiat kwidzyński";"gmina wiejska";"2021";4;"-";"";
2208000;"Powiat lęborski";"gmina miejska razem";"2021";2;"-";"";
2208000;"Powiat lęborski";"gmina miejsko-wiejska";"2021";0;"-";"";
2208000;"Powiat lęborski";"gmina wiejska";"2021";3;"-";"";
2209000;"Powiat malborski";"gmina miejska razem";"2021";1;"-";"";
2209000;"Powiat malborski";"gmina miejsko-wiejska";"2021";1;"-";"";
2209000;"Powiat malborski";"gmina wiejska";"2021";4;"-";"";
2210000;"Powiat nowodworski";"gmina miejska razem";"2021";1;"-";"";
2210000;"Powiat nowodworski";"gmina miejsko-wiejska";"2021";1;"-";"";
2210000;"Powiat nowodworski";"gmina wiejska";"2021";3;"-";"";
2211000;"Powiat pucki";"gmina miejska razem";"2021";2;"-";"";
2211000;"Powiat pucki";"gmina miejsko-wiejska";"2021";2;"-";"";
2211000;"Powiat pucki";"gmina wiejska";"2021";3;"-";"";
2212000;"Powiat słupski";"gmina miejska razem";"2021";1;"-";"";
2212000;"Powiat słupski";"gmina miejsko-wiejska";"2021";1;"-";"";
2212000;"Powiat słupski";"gmina wiejska";"2021";8;"-";"";
2213000;"Powiat starogardzki";"gmina miejska razem";"2021";2;"-";"";
2213000;"Powiat starogardzki";"gmina miejsko-wiejska";"2021";2;"-";"";
2213000;"Powiat starogardzki";"gmina wiejska";"2021";9;"-";"";
2214000;"Powiat tczewski";"gmina miejska razem";"2021";1;"-";"";
2214000;"Powiat tczewski";"gmina miejsko-wiejska";"2021";2;"-";"";
2214000;"Powiat tczewski";"gmina wiejska";"2021";3;"-";"";
2215000;"Powiat wejherowski";"gmina miejska razem";"2021";3;"-";"";
2215000;"Powiat wejherowski";"gmina miejsko-wiejska";"2021";0;"-";"";
2215000;"Powiat wejherowski";"gmina wiejska";"2021";7;"-";"";
2216000;"Powiat sztumski";"gmina miejska razem";"2021";0;"-";"";
2216000;"Powiat sztumski";"gmina miejsko-wiejska";"2021";2;"-";"";
2216000;"Powiat sztumski";"gmina wiejska";"2021";3;"-";"";
2261000;"Powiat m.Gdańsk";"gmina miejska razem";"2021";1;"-";"";
2261000;"Powiat m.Gdańsk";"gmina miejsko-wiejska";"2021";0;"-";"";
2261000;"Powiat m.Gdańsk";"gmina wiejska";"2021";0;"-";"";
2262000;"Powiat m.Gdynia";"gmina miejska razem";"2021";1;"-";"";
2262000;"Powiat m.Gdynia";"gmina miejsko-wiejska";"2021";0;"-";"";
2262000;"Powiat m.Gdynia";"gmina wiejska";"2021";0;"-";"";
2263000;"Powiat m.Słupsk";"gmina miejska razem";"2021";1;"-";"";
2263000;"Powiat m.Słupsk";"gmina miejsko-wiejska";"2021";0;"-";"";
2263000;"Powiat m.Słupsk";"gmina wiejska";"2021";0;"-";"";
2264000;"Powiat m.Sopot";"gmina miejska razem";"2021";1;"-";"";
2264000;"Powiat m.Sopot";"gmina miejsko-wiejska";"2021";0;"-";"";
2264000;"Powiat m.Sopot";"gmina wiejska";"2021";0;"-";"";
2400000;"ŚLĄSKIE";"gmina miejska razem";"2021";49;"-";"";
2400000;"ŚLĄSKIE";"gmina miejsko-wiejska";"2021";22;"-";"";
2400000;"ŚLĄSKIE";"gmina wiejska";"2021";96;"-";"";
2401000;"Powiat będziński";"gmina miejska razem";"2021";4;"-";"";
2401000;"Powiat będziński";"gmina miejsko-wiejska";"2021";1;"-";"";
2401000;"Powiat będziński";"gmina wiejska";"2021";3;"-";"";
2402000;"Powiat bielski";"gmina miejska razem";"2021";1;"-";"";
2402000;"Powiat bielski";"gmina miejsko-wiejska";"2021";2;"-";"";
2402000;"Powiat bielski";"gmina wiejska";"2021";7;"-";"";
2403000;"Powiat cieszyński";"gmina miejska razem";"2021";3;"-";"";
2403000;"Powiat cieszyński";"gmina miejsko-wiejska";"2021";2;"-";"";
2403000;"Powiat cieszyński";"gmina wiejska";"2021";7;"-";"";
2404000;"Powiat częstochowski";"gmina miejska razem";"2021";0;"-";"";
2404000;"Powiat częstochowski";"gmina miejsko-wiejska";"2021";2;"-";"";
2404000;"Powiat częstochowski";"gmina wiejska";"2021";14;"-";"";
2405000;"Powiat gliwicki";"gmina miejska razem";"2021";2;"-";"";
2405000;"Powiat gliwicki";"gmina miejsko-wiejska";"2021";2;"-";"";
2405000;"Powiat gliwicki";"gmina wiejska";"2021";4;"-";"";
2406000;"Powiat kłobucki";"gmina miejska razem";"2021";0;"-";"";
2406000;"Powiat kłobucki";"gmina miejsko-wiejska";"2021";2;"-";"";
2406000;"Powiat kłobucki";"gmina wiejska";"2021";7;"-";"";
2407000;"Powiat lubliniecki";"gmina miejska razem";"2021";1;"-";"";
2407000;"Powiat lubliniecki";"gmina miejsko-wiejska";"2021";1;"-";"";
2407000;"Powiat lubliniecki";"gmina wiejska";"2021";6;"-";"";
2408000;"Powiat mikołowski";"gmina miejska razem";"2021";3;"-";"";
2408000;"Powiat mikołowski";"gmina miejsko-wiejska";"2021";0;"-";"";
2408000;"Powiat mikołowski";"gmina wiejska";"2021";2;"-";"";
2409000;"Powiat myszkowski";"gmina miejska razem";"2021";1;"-";"";
2409000;"Powiat myszkowski";"gmina miejsko-wiejska";"2021";2;"-";"";
2409000;"Powiat myszkowski";"gmina wiejska";"2021";2;"-";"";
2410000;"Powiat pszczyński";"gmina miejska razem";"2021";0;"-";"";
2410000;"Powiat pszczyński";"gmina miejsko-wiejska";"2021";1;"-";"";
2410000;"Powiat pszczyński";"gmina wiejska";"2021";5;"-";"";
2411000;"Powiat raciborski";"gmina miejska razem";"2021";1;"-";"";
2411000;"Powiat raciborski";"gmina miejsko-wiejska";"2021";2;"-";"";
2411000;"Powiat raciborski";"gmina wiejska";"2021";5;"-";"";
2412000;"Powiat rybnicki";"gmina miejska razem";"2021";0;"-";"";
2412000;"Powiat rybnicki";"gmina miejsko-wiejska";"2021";1;"-";"";
2412000;"Powiat rybnicki";"gmina wiejska";"2021";4;"-";"";
2413000;"Powiat tarnogórski";"gmina miejska razem";"2021";4;"-";"";
2413000;"Powiat tarnogórski";"gmina miejsko-wiejska";"2021";0;"-";"";
2413000;"Powiat tarnogórski";"gmina wiejska";"2021";5;"-";"";
2414000;"Powiat bieruńsko-lędziński";"gmina miejska razem";"2021";3;"-";"";
2414000;"Powiat bieruńsko-lędziński";"gmina miejsko-wiejska";"2021";0;"-";"";
2414000;"Powiat bieruńsko-lędziński";"gmina wiejska";"2021";2;"-";"";
2415000;"Powiat wodzisławski";"gmina miejska razem";"2021";4;"-";"";
2415000;"Powiat wodzisławski";"gmina miejsko-wiejska";"2021";0;"-";"";
2415000;"Powiat wodzisławski";"gmina wiejska";"2021";5;"-";"";
2416000;"Powiat zawierciański";"gmina miejska razem";"2021";2;"-";"";
2416000;"Powiat zawierciański";"gmina miejsko-wiejska";"2021";4;"-";"";
2416000;"Powiat zawierciański";"gmina wiejska";"2021";4;"-";"";
2417000;"Powiat żywiecki";"gmina miejska razem";"2021";1;"-";"";
2417000;"Powiat żywiecki";"gmina miejsko-wiejska";"2021";0;"-";"";
2417000;"Powiat żywiecki";"gmina wiejska";"2021";14;"-";"";
2461000;"Powiat m.Bielsko-Biała";"gmina miejska razem";"2021";1;"-";"";
2461000;"Powiat m.Bielsko-Biała";"gmina miejsko-wiejska";"2021";0;"-";"";
2461000;"Powiat m.Bielsko-Biała";"gmina wiejska";"2021";0;"-";"";
2462000;"Powiat m.Bytom";"gmina miejska razem";"2021";1;"-";"";
2462000;"Powiat m.Bytom";"gmina miejsko-wiejska";"2021";0;"-";"";
2462000;"Powiat m.Bytom";"gmina wiejska";"2021";0;"-";"";
2463000;"Powiat m.Chorzów";"gmina miejska razem";"2021";1;"-";"";
2463000;"Powiat m.Chorzów";"gmina miejsko-wiejska";"2021";0;"-";"";
2463000;"Powiat m.Chorzów";"gmina wiejska";"2021";0;"-";"";
2464000;"Powiat m.Częstochowa";"gmina miejska razem";"2021";1;"-";"";
2464000;"Powiat m.Częstochowa";"gmina miejsko-wiejska";"2021";0;"-";"";
2464000;"Powiat m.Częstochowa";"gmina wiejska";"2021";0;"-";"";
2465000;"Powiat m.Dąbrowa Górnicza";"gmina miejska razem";"2021";1;"-";"";
2465000;"Powiat m.Dąbrowa Górnicza";"gmina miejsko-wiejska";"2021";0;"-";"";
2465000;"Powiat m.Dąbrowa Górnicza";"gmina wiejska";"2021";0;"-";"";
2466000;"Powiat m.Gliwice";"gmina miejska razem";"2021";1;"-";"";
2466000;"Powiat m.Gliwice";"gmina miejsko-wiejska";"2021";0;"-";"";
2466000;"Powiat m.Gliwice";"gmina wiejska";"2021";0;"-";"";
2467000;"Powiat m.Jastrzębie-Zdrój";"gmina miejska razem";"2021";1;"-";"";
2467000;"Powiat m.Jastrzębie-Zdrój";"gmina miejsko-wiejska";"2021";0;"-";"";
2467000;"Powiat m.Jastrzębie-Zdrój";"gmina wiejska";"2021";0;"-";"";
2468000;"Powiat m.Jaworzno";"gmina miejska razem";"2021";1;"-";"";
2468000;"Powiat m.Jaworzno";"gmina miejsko-wiejska";"2021";0;"-";"";
2468000;"Powiat m.Jaworzno";"gmina wiejska";"2021";0;"-";"";
2469000;"Powiat m.Katowice";"gmina miejska razem";"2021";1;"-";"";
2469000;"Powiat m.Katowice";"gmina miejsko-wiejska";"2021";0;"-";"";
2469000;"Powiat m.Katowice";"gmina wiejska";"2021";0;"-";"";
2470000;"Powiat m.Mysłowice";"gmina miejska razem";"2021";1;"-";"";
2470000;"Powiat m.Mysłowice";"gmina miejsko-wiejska";"2021";0;"-";"";
2470000;"Powiat m.Mysłowice";"gmina wiejska";"2021";0;"-";"";
2471000;"Powiat m.Piekary Śląskie";"gmina miejska razem";"2021";1;"-";"";
2471000;"Powiat m.Piekary Śląskie";"gmina miejsko-wiejska";"2021";0;"-";"";
2471000;"Powiat m.Piekary Śląskie";"gmina wiejska";"2021";0;"-";"";
2472000;"Powiat m.Ruda Śląska";"gmina miejska razem";"2021";1;"-";"";
2472000;"Powiat m.Ruda Śląska";"gmina miejsko-wiejska";"2021";0;"-";"";
2472000;"Powiat m.Ruda Śląska";"gmina wiejska";"2021";0;"-";"";
2473000;"Powiat m.Rybnik";"gmina miejska razem";"2021";1;"-";"";
2473000;"Powiat m.Rybnik";"gmina miejsko-wiejska";"2021";0;"-";"";
2473000;"Powiat m.Rybnik";"gmina wiejska";"2021";0;"-";"";
2474000;"Powiat m.Siemianowice Śląskie";"gmina miejska razem";"2021";1;"-";"";
2474000;"Powiat m.Siemianowice Śląskie";"gmina miejsko-wiejska";"2021";0;"-";"";
2474000;"Powiat m.Siemianowice Śląskie";"gmina wiejska";"2021";0;"-";"";
2475000;"Powiat m.Sosnowiec";"gmina miejska razem";"2021";1;"-";"";
2475000;"Powiat m.Sosnowiec";"gmina miejsko-wiejska";"2021";0;"-";"";
2475000;"Powiat m.Sosnowiec";"gmina wiejska";"2021";0;"-";"";
2476000;"Powiat m.Świętochłowice";"gmina miejska razem";"2021";1;"-";"";
2476000;"Powiat m.Świętochłowice";"gmina miejsko-wiejska";"2021";0;"-";"";
2476000;"Powiat m.Świętochłowice";"gmina wiejska";"2021";0;"-";"";
2477000;"Powiat m.Tychy";"gmina miejska razem";"2021";1;"-";"";
2477000;"Powiat m.Tychy";"gmina miejsko-wiejska";"2021";0;"-";"";
2477000;"Powiat m.Tychy";"gmina wiejska";"2021";0;"-";"";
2478000;"Powiat m.Zabrze";"gmina miejska razem";"2021";1;"-";"";
2478000;"Powiat m.Zabrze";"gmina miejsko-wiejska";"2021";0;"-";"";
2478000;"Powiat m.Zabrze";"gmina wiejska";"2021";0;"-";"";
2479000;"Powiat m.Żory";"gmina miejska razem";"2021";1;"-";"";
2479000;"Powiat m.Żory";"gmina miejsko-wiejska";"2021";0;"-";"";
2479000;"Powiat m.Żory";"gmina wiejska";"2021";0;"-";"";
2600000;"ŚWIĘTOKRZYSKIE";"gmina miejska razem";"2021";5;"-";"";
2600000;"ŚWIĘTOKRZYSKIE";"gmina miejsko-wiejska";"2021";40;"-";"";
2600000;"ŚWIĘTOKRZYSKIE";"gmina wiejska";"2021";57;"-";"";
2601000;"Powiat buski";"gmina miejska razem";"2021";0;"-";"";
2601000;"Powiat buski";"gmina miejsko-wiejska";"2021";5;"-";"";
2601000;"Powiat buski";"gmina wiejska";"2021";3;"-";"";
2602000;"Powiat jędrzejowski";"gmina miejska razem";"2021";0;"-";"";
2602000;"Powiat jędrzejowski";"gmina miejsko-wiejska";"2021";4;"-";"";
2602000;"Powiat jędrzejowski";"gmina wiejska";"2021";5;"-";"";
2603000;"Powiat kazimierski";"gmina miejska razem";"2021";0;"-";"";
2603000;"Powiat kazimierski";"gmina miejsko-wiejska";"2021";3;"-";"";
2603000;"Powiat kazimierski";"gmina wiejska";"2021";2;"-";"";
2604000;"Powiat kielecki";"gmina miejska razem";"2021";0;"-";"";
2604000;"Powiat kielecki";"gmina miejsko-wiejska";"2021";8;"-";"";
2604000;"Powiat kielecki";"gmina wiejska";"2021";11;"-";"";
2605000;"Powiat konecki";"gmina miejska razem";"2021";0;"-";"";
2605000;"Powiat konecki";"gmina miejsko-wiejska";"2021";3;"-";"";
2605000;"Powiat konecki";"gmina wiejska";"2021";5;"-";"";
2606000;"Powiat opatowski";"gmina miejska razem";"2021";0;"-";"";
2606000;"Powiat opatowski";"gmina miejsko-wiejska";"2021";2;"-";"";
2606000;"Powiat opatowski";"gmina wiejska";"2021";6;"-";"";
2607000;"Powiat ostrowiecki";"gmina miejska razem";"2021";1;"-";"";
2607000;"Powiat ostrowiecki";"gmina miejsko-wiejska";"2021";2;"-";"";
2607000;"Powiat ostrowiecki";"gmina wiejska";"2021";3;"-";"";
2608000;"Powiat pińczowski";"gmina miejska razem";"2021";0;"-";"";
2608000;"Powiat pińczowski";"gmina miejsko-wiejska";"2021";2;"-";"";
2608000;"Powiat pińczowski";"gmina wiejska";"2021";3;"-";"";
2609000;"Powiat sandomierski";"gmina miejska razem";"2021";1;"-";"";
2609000;"Powiat sandomierski";"gmina miejsko-wiejska";"2021";3;"-";"";
2609000;"Powiat sandomierski";"gmina wiejska";"2021";5;"-";"";
2610000;"Powiat skarżyski";"gmina miejska razem";"2021";1;"-";"";
2610000;"Powiat skarżyski";"gmina miejsko-wiejska";"2021";1;"-";"";
2610000;"Powiat skarżyski";"gmina wiejska";"2021";3;"-";"";
2611000;"Powiat starachowicki";"gmina miejska razem";"2021";1;"-";"";
2611000;"Powiat starachowicki";"gmina miejsko-wiejska";"2021";1;"-";"";
2611000;"Powiat starachowicki";"gmina wiejska";"2021";3;"-";"";
2612000;"Powiat staszowski";"gmina miejska razem";"2021";0;"-";"";
2612000;"Powiat staszowski";"gmina miejsko-wiejska";"2021";5;"-";"";
2612000;"Powiat staszowski";"gmina wiejska";"2021";3;"-";"";
2613000;"Powiat włoszczowski";"gmina miejska razem";"2021";0;"-";"";
2613000;"Powiat włoszczowski";"gmina miejsko-wiejska";"2021";1;"-";"";
2613000;"Powiat włoszczowski";"gmina wiejska";"2021";5;"-";"";
2661000;"Powiat m.Kielce";"gmina miejska razem";"2021";1;"-";"";
2661000;"Powiat m.Kielce";"gmina miejsko-wiejska";"2021";0;"-";"";
2661000;"Powiat m.Kielce";"gmina wiejska";"2021";0;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gmina miejska razem";"2021";16;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gmina miejsko-wiejska";"2021";34;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gmina wiejska";"2021";66;"-";"";
2801000;"Powiat bartoszycki";"gmina miejska razem";"2021";2;"-";"";
2801000;"Powiat bartoszycki";"gmina miejsko-wiejska";"2021";2;"-";"";
2801000;"Powiat bartoszycki";"gmina wiejska";"2021";2;"-";"";
2802000;"Powiat braniewski";"gmina miejska razem";"2021";1;"-";"";
2802000;"Powiat braniewski";"gmina miejsko-wiejska";"2021";2;"-";"";
2802000;"Powiat braniewski";"gmina wiejska";"2021";4;"-";"";
2803000;"Powiat działdowski";"gmina miejska razem";"2021";1;"-";"";
2803000;"Powiat działdowski";"gmina miejsko-wiejska";"2021";1;"-";"";
2803000;"Powiat działdowski";"gmina wiejska";"2021";4;"-";"";
2804000;"Powiat elbląski";"gmina miejska razem";"2021";0;"-";"";
2804000;"Powiat elbląski";"gmina miejsko-wiejska";"2021";3;"-";"";
2804000;"Powiat elbląski";"gmina wiejska";"2021";6;"-";"";
2805000;"Powiat ełcki";"gmina miejska razem";"2021";1;"-";"";
2805000;"Powiat ełcki";"gmina miejsko-wiejska";"2021";0;"-";"";
2805000;"Powiat ełcki";"gmina wiejska";"2021";4;"-";"";
2806000;"Powiat giżycki";"gmina miejska razem";"2021";1;"-";"";
2806000;"Powiat giżycki";"gmina miejsko-wiejska";"2021";1;"-";"";
2806000;"Powiat giżycki";"gmina wiejska";"2021";4;"-";"";
2807000;"Powiat iławski";"gmina miejska razem";"2021";2;"-";"";
2807000;"Powiat iławski";"gmina miejsko-wiejska";"2021";3;"-";"";
2807000;"Powiat iławski";"gmina wiejska";"2021";2;"-";"";
2808000;"Powiat kętrzyński";"gmina miejska razem";"2021";1;"-";"";
2808000;"Powiat kętrzyński";"gmina miejsko-wiejska";"2021";2;"-";"";
2808000;"Powiat kętrzyński";"gmina wiejska";"2021";3;"-";"";
2809000;"Powiat lidzbarski";"gmina miejska razem";"2021";1;"-";"";
2809000;"Powiat lidzbarski";"gmina miejsko-wiejska";"2021";1;"-";"";
2809000;"Powiat lidzbarski";"gmina wiejska";"2021";3;"-";"";
2810000;"Powiat mrągowski";"gmina miejska razem";"2021";1;"-";"";
2810000;"Powiat mrągowski";"gmina miejsko-wiejska";"2021";1;"-";"";
2810000;"Powiat mrągowski";"gmina wiejska";"2021";3;"-";"";
2811000;"Powiat nidzicki";"gmina miejska razem";"2021";0;"-";"";
2811000;"Powiat nidzicki";"gmina miejsko-wiejska";"2021";1;"-";"";
2811000;"Powiat nidzicki";"gmina wiejska";"2021";3;"-";"";
2812000;"Powiat nowomiejski";"gmina miejska razem";"2021";1;"-";"";
2812000;"Powiat nowomiejski";"gmina miejsko-wiejska";"2021";0;"-";"";
2812000;"Powiat nowomiejski";"gmina wiejska";"2021";4;"-";"";
2813000;"Powiat olecki";"gmina miejska razem";"2021";0;"-";"";
2813000;"Powiat olecki";"gmina miejsko-wiejska";"2021";1;"-";"";
2813000;"Powiat olecki";"gmina wiejska";"2021";3;"-";"";
2814000;"Powiat olsztyński";"gmina miejska razem";"2021";0;"-";"";
2814000;"Powiat olsztyński";"gmina miejsko-wiejska";"2021";5;"-";"";
2814000;"Powiat olsztyński";"gmina wiejska";"2021";7;"-";"";
2815000;"Powiat ostródzki";"gmina miejska razem";"2021";1;"-";"";
2815000;"Powiat ostródzki";"gmina miejsko-wiejska";"2021";3;"-";"";
2815000;"Powiat ostródzki";"gmina wiejska";"2021";5;"-";"";
2816000;"Powiat piski";"gmina miejska razem";"2021";0;"-";"";
2816000;"Powiat piski";"gmina miejsko-wiejska";"2021";4;"-";"";
2816000;"Powiat piski";"gmina wiejska";"2021";0;"-";"";
2817000;"Powiat szczycieński";"gmina miejska razem";"2021";1;"-";"";
2817000;"Powiat szczycieński";"gmina miejsko-wiejska";"2021";2;"-";"";
2817000;"Powiat szczycieński";"gmina wiejska";"2021";5;"-";"";
2818000;"Powiat gołdapski";"gmina miejska razem";"2021";0;"-";"";
2818000;"Powiat gołdapski";"gmina miejsko-wiejska";"2021";1;"-";"";
2818000;"Powiat gołdapski";"gmina wiejska";"2021";2;"-";"";
2819000;"Powiat węgorzewski";"gmina miejska razem";"2021";0;"-";"";
2819000;"Powiat węgorzewski";"gmina miejsko-wiejska";"2021";1;"-";"";
2819000;"Powiat węgorzewski";"gmina wiejska";"2021";2;"-";"";
2861000;"Powiat m.Elbląg";"gmina miejska razem";"2021";1;"-";"";
2861000;"Powiat m.Elbląg";"gmina miejsko-wiejska";"2021";0;"-";"";
2861000;"Powiat m.Elbląg";"gmina wiejska";"2021";0;"-";"";
2862000;"Powiat m.Olsztyn";"gmina miejska razem";"2021";1;"-";"";
2862000;"Powiat m.Olsztyn";"gmina miejsko-wiejska";"2021";0;"-";"";
2862000;"Powiat m.Olsztyn";"gmina wiejska";"2021";0;"-";"";
3000000;"WIELKOPOLSKIE";"gmina miejska razem";"2021";19;"-";"";
3000000;"WIELKOPOLSKIE";"gmina miejsko-wiejska";"2021";96;"-";"";
3000000;"WIELKOPOLSKIE";"gmina wiejska";"2021";111;"-";"";
3001000;"Powiat chodzieski";"gmina miejska razem";"2021";1;"-";"";
3001000;"Powiat chodzieski";"gmina miejsko-wiejska";"2021";3;"-";"";
3001000;"Powiat chodzieski";"gmina wiejska";"2021";1;"-";"";
3002000;"Powiat czarnkowsko-trzcianecki";"gmina miejska razem";"2021";1;"-";"";
3002000;"Powiat czarnkowsko-trzcianecki";"gmina miejsko-wiejska";"2021";3;"-";"";
3002000;"Powiat czarnkowsko-trzcianecki";"gmina wiejska";"2021";4;"-";"";
3003000;"Powiat gnieźnieński";"gmina miejska razem";"2021";1;"-";"";
3003000;"Powiat gnieźnieński";"gmina miejsko-wiejska";"2021";4;"-";"";
3003000;"Powiat gnieźnieński";"gmina wiejska";"2021";5;"-";"";
3004000;"Powiat gostyński";"gmina miejska razem";"2021";0;"-";"";
3004000;"Powiat gostyński";"gmina miejsko-wiejska";"2021";5;"-";"";
3004000;"Powiat gostyński";"gmina wiejska";"2021";2;"-";"";
3005000;"Powiat grodziski";"gmina miejska razem";"2021";0;"-";"";
3005000;"Powiat grodziski";"gmina miejsko-wiejska";"2021";3;"-";"";
3005000;"Powiat grodziski";"gmina wiejska";"2021";2;"-";"";
3006000;"Powiat jarociński";"gmina miejska razem";"2021";0;"-";"";
3006000;"Powiat jarociński";"gmina miejsko-wiejska";"2021";3;"-";"";
3006000;"Powiat jarociński";"gmina wiejska";"2021";1;"-";"";
3007000;"Powiat kaliski";"gmina miejska razem";"2021";0;"-";"";
3007000;"Powiat kaliski";"gmina miejsko-wiejska";"2021";3;"-";"";
3007000;"Powiat kaliski";"gmina wiejska";"2021";8;"-";"";
3008000;"Powiat kępiński";"gmina miejska razem";"2021";0;"-";"";
3008000;"Powiat kępiński";"gmina miejsko-wiejska";"2021";1;"-";"";
3008000;"Powiat kępiński";"gmina wiejska";"2021";6;"-";"";
3009000;"Powiat kolski";"gmina miejska razem";"2021";1;"-";"";
3009000;"Powiat kolski";"gmina miejsko-wiejska";"2021";3;"-";"";
3009000;"Powiat kolski";"gmina wiejska";"2021";7;"-";"";
3010000;"Powiat koniński";"gmina miejska razem";"2021";0;"-";"";
3010000;"Powiat koniński";"gmina miejsko-wiejska";"2021";5;"-";"";
3010000;"Powiat koniński";"gmina wiejska";"2021";9;"-";"";
3011000;"Powiat kościański";"gmina miejska razem";"2021";1;"-";"";
3011000;"Powiat kościański";"gmina miejsko-wiejska";"2021";3;"-";"";
3011000;"Powiat kościański";"gmina wiejska";"2021";1;"-";"";
3012000;"Powiat krotoszyński";"gmina miejska razem";"2021";1;"-";"";
3012000;"Powiat krotoszyński";"gmina miejsko-wiejska";"2021";4;"-";"";
3012000;"Powiat krotoszyński";"gmina wiejska";"2021";1;"-";"";
3013000;"Powiat leszczyński";"gmina miejska razem";"2021";0;"-";"";
3013000;"Powiat leszczyński";"gmina miejsko-wiejska";"2021";2;"-";"";
3013000;"Powiat leszczyński";"gmina wiejska";"2021";5;"-";"";
3014000;"Powiat międzychodzki";"gmina miejska razem";"2021";0;"-";"";
3014000;"Powiat międzychodzki";"gmina miejsko-wiejska";"2021";2;"-";"";
3014000;"Powiat międzychodzki";"gmina wiejska";"2021";2;"-";"";
3015000;"Powiat nowotomyski";"gmina miejska razem";"2021";0;"-";"";
3015000;"Powiat nowotomyski";"gmina miejsko-wiejska";"2021";4;"-";"";
3015000;"Powiat nowotomyski";"gmina wiejska";"2021";2;"-";"";
3016000;"Powiat obornicki";"gmina miejska razem";"2021";0;"-";"";
3016000;"Powiat obornicki";"gmina miejsko-wiejska";"2021";2;"-";"";
3016000;"Powiat obornicki";"gmina wiejska";"2021";1;"-";"";
3017000;"Powiat ostrowski";"gmina miejska razem";"2021";1;"-";"";
3017000;"Powiat ostrowski";"gmina miejsko-wiejska";"2021";3;"-";"";
3017000;"Powiat ostrowski";"gmina wiejska";"2021";4;"-";"";
3018000;"Powiat ostrzeszowski";"gmina miejska razem";"2021";0;"-";"";
3018000;"Powiat ostrzeszowski";"gmina miejsko-wiejska";"2021";3;"-";"";
3018000;"Powiat ostrzeszowski";"gmina wiejska";"2021";4;"-";"";
3019000;"Powiat pilski";"gmina miejska razem";"2021";1;"-";"";
3019000;"Powiat pilski";"gmina miejsko-wiejska";"2021";4;"-";"";
3019000;"Powiat pilski";"gmina wiejska";"2021";4;"-";"";
3020000;"Powiat pleszewski";"gmina miejska razem";"2021";0;"-";"";
3020000;"Powiat pleszewski";"gmina miejsko-wiejska";"2021";3;"-";"";
3020000;"Powiat pleszewski";"gmina wiejska";"2021";3;"-";"";
3021000;"Powiat poznański";"gmina miejska razem";"2021";2;"-";"";
3021000;"Powiat poznański";"gmina miejsko-wiejska";"2021";8;"-";"";
3021000;"Powiat poznański";"gmina wiejska";"2021";7;"-";"";
