frequency;unit;age;geo;year;value
A;NR;TOTAL;ES13;2014;1.15
A;NR;TOTAL;ES13;2015;1.15
A;NR;TOTAL;ES13;2016;1.15
A;NR;TOTAL;ES13;2017;1.17
A;NR;TOTAL;ES13;2018;1.12
A;NR;TOTAL;ES13;2019;1.07
A;NR;TOTAL;ES13;2020;1.07354
A;NR;TOTAL;ES21;2009;1.29
A;NR;TOTAL;ES21;2010;1.33
A;NR;TOTAL;ES21;2011;1.35
A;NR;TOTAL;ES21;2012;1.35
A;NR;TOTAL;ES21;2013;1.30
A;NR;TOTAL;ES21;2014;1.38
A;NR;TOTAL;ES21;2015;1.39
A;NR;TOTAL;ES21;2016;1.39
A;NR;TOTAL;ES21;2017;1.35
A;NR;TOTAL;ES21;2018;1.30
A;NR;TOTAL;ES21;2019;1.28
A;NR;TOTAL;ES21;2020;1.24827
A;NR;TOTAL;ES22;2009;1.44
A;NR;TOTAL;ES22;2010;1.44
A;NR;TOTAL;ES22;2011;1.43
A;NR;TOTAL;ES22;2012;1.46
A;NR;TOTAL;ES22;2013;1.36
A;NR;TOTAL;ES22;2014;1.44
A;NR;TOTAL;ES22;2015;1.44
A;NR;TOTAL;ES22;2016;1.46
A;NR;TOTAL;ES22;2017;1.46
A;NR;TOTAL;ES22;2018;1.39
A;NR;TOTAL;ES22;2019;1.40
A;NR;TOTAL;ES22;2020;1.32827
A;NR;TOTAL;ES23;2009;1.41
A;NR;TOTAL;ES23;2010;1.44
A;NR;TOTAL;ES23;2011;1.37
A;NR;TOTAL;ES23;2012;1.41
A;NR;TOTAL;ES23;2013;1.33
A;NR;TOTAL;ES23;2014;1.35
A;NR;TOTAL;ES23;2015;1.34
A;NR;TOTAL;ES23;2016;1.36
A;NR;TOTAL;ES23;2017;1.35
A;NR;TOTAL;ES23;2018;1.25
A;NR;TOTAL;ES23;2019;1.32
A;NR;TOTAL;ES23;2020;1.28834
A;NR;TOTAL;ES24;2009;1.35
A;NR;TOTAL;ES24;2010;1.36
A;NR;TOTAL;ES24;2011;1.34
A;NR;TOTAL;ES24;2012;1.30
A;NR;TOTAL;ES24;2013;1.30
A;NR;TOTAL;ES24;2014;1.34
A;NR;TOTAL;ES24;2015;1.35
A;NR;TOTAL;ES24;2016;1.34
A;NR;TOTAL;ES24;2017;1.33
A;NR;TOTAL;ES24;2018;1.29
A;NR;TOTAL;ES24;2019;1.26
A;NR;TOTAL;ES24;2020;1.19646
A;NR;TOTAL;ES30;2009;1.40
A;NR;TOTAL;ES30;2010;1.37
A;NR;TOTAL;ES30;2011;1.35
A;NR;TOTAL;ES30;2012;1.33
A;NR;TOTAL;ES30;2013;1.29
A;NR;TOTAL;ES30;2014;1.35
A;NR;TOTAL;ES30;2015;1.37
A;NR;TOTAL;ES30;2016;1.36
A;NR;TOTAL;ES30;2017;1.33
A;NR;TOTAL;ES30;2018;1.27
A;NR;TOTAL;ES30;2019;1.23
A;NR;TOTAL;ES30;2020;1.16090
A;NR;TOTAL;ES41;2009;1.18
A;NR;TOTAL;ES41;2010;1.20
A;NR;TOTAL;ES41;2011;1.19
A;NR;TOTAL;ES41;2012;1.17
A;NR;TOTAL;ES41;2013;1.13
A;NR;TOTAL;ES41;2014;1.17
A;NR;TOTAL;ES41;2015;1.18
A;NR;TOTAL;ES41;2016;1.18
A;NR;TOTAL;ES41;2017;1.14
A;NR;TOTAL;ES41;2018;1.14
A;NR;TOTAL;ES41;2019;1.13
A;NR;TOTAL;ES41;2020;1.10029
A;NR;TOTAL;ES42;2009;1.45
A;NR;TOTAL;ES42;2010;1.43
A;NR;TOTAL;ES42;2011;1.39
A;NR;TOTAL;ES42;2012;1.35
A;NR;TOTAL;ES42;2013;1.30
A;NR;TOTAL;ES42;2014;1.30
A;NR;TOTAL;ES42;2015;1.33
A;NR;TOTAL;ES42;2016;1.34
A;NR;TOTAL;ES42;2017;1.32
A;NR;TOTAL;ES42;2018;1.27
A;NR;TOTAL;ES42;2019;1.25
A;NR;TOTAL;ES42;2020;1.22208
A;NR;TOTAL;ES43;2009;1.35
A;NR;TOTAL;ES43;2010;1.34
A;NR;TOTAL;ES43;2011;1.33
A;NR;TOTAL;ES43;2012;1.27
A;NR;TOTAL;ES43;2013;1.22
A;NR;TOTAL;ES43;2014;1.29
A;NR;TOTAL;ES43;2015;1.28
A;NR;TOTAL;ES43;2016;1.30
A;NR;TOTAL;ES43;2017;1.29
A;NR;TOTAL;ES43;2018;1.22
A;NR;TOTAL;ES43;2019;1.22
A;NR;TOTAL;ES43;2020;1.19671
A;NR;TOTAL;ES51;2009;1.47
A;NR;TOTAL;ES51;2010;1.46
A;NR;TOTAL;ES51;2011;1.43
A;NR;TOTAL;ES51;2012;1.40
A;NR;TOTAL;ES51;2013;1.34
A;NR;TOTAL;ES51;2014;1.39
A;NR;TOTAL;ES51;2015;1.40
A;NR;TOTAL;ES51;2016;1.41
A;NR;TOTAL;ES51;2017;1.39
A;NR;TOTAL;ES51;2018;1.33
A;NR;TOTAL;ES51;2019;1.29
A;NR;TOTAL;ES51;2020;1.23137
A;NR;TOTAL;ES52;2009;1.36
A;NR;TOTAL;ES52;2010;1.36
A;NR;TOTAL;ES52;2011;1.32
A;NR;TOTAL;ES52;2012;1.31
A;NR;TOTAL;ES52;2013;1.26
A;NR;TOTAL;ES52;2014;1.31
A;NR;TOTAL;ES52;2015;1.32
A;NR;TOTAL;ES52;2016;1.32
A;NR;TOTAL;ES52;2017;1.30
A;NR;TOTAL;ES52;2018;1.25
A;NR;TOTAL;ES52;2019;1.25
A;NR;TOTAL;ES52;2020;1.20794
A;NR;TOTAL;ES53;2009;1.36
A;NR;TOTAL;ES53;2010;1.35
A;NR;TOTAL;ES53;2011;1.27
A;NR;TOTAL;ES53;2012;1.25
A;NR;TOTAL;ES53;2013;1.22
A;NR;TOTAL;ES53;2014;1.24
A;NR;TOTAL;ES53;2015;1.24
A;NR;TOTAL;ES53;2016;1.26
A;NR;TOTAL;ES53;2017;1.22
A;NR;TOTAL;ES53;2018;1.22
A;NR;TOTAL;ES53;2019;1.14
A;NR;TOTAL;ES53;2020;1.11592
A;NR;TOTAL;ES61;2009;1.48
A;NR;TOTAL;ES61;2010;1.45
A;NR;TOTAL;ES61;2011;1.42
A;NR;TOTAL;ES61;2012;1.40
A;NR;TOTAL;ES61;2013;1.34
A;NR;TOTAL;ES61;2014;1.39
A;NR;TOTAL;ES61;2015;1.40
A;NR;TOTAL;ES61;2016;1.41
A;NR;TOTAL;ES61;2017;1.36
A;NR;TOTAL;ES61;2018;1.32
A;NR;TOTAL;ES61;2019;1.31
A;NR;TOTAL;ES61;2020;1.25228
A;NR;TOTAL;ES62;2009;1.62
A;NR;TOTAL;ES62;2010;1.59
A;NR;TOTAL;ES62;2011;1.56
A;NR;TOTAL;ES62;2012;1.53
A;NR;TOTAL;ES62;2013;1.51
A;NR;TOTAL;ES62;2014;1.56
A;NR;TOTAL;ES62;2015;1.57
A;NR;TOTAL;ES62;2016;1.56
A;NR;TOTAL;ES62;2017;1.55
A;NR;TOTAL;ES62;2018;1.53
A;NR;TOTAL;ES62;2019;1.50
A;NR;TOTAL;ES62;2020;1.45217
A;NR;TOTAL;ES63;2009;1.97
A;NR;TOTAL;ES63;2010;1.99
A;NR;TOTAL;ES63;2011;1.91
A;NR;TOTAL;ES63;2012;1.84
A;NR;TOTAL;ES63;2013;1.79
A;NR;TOTAL;ES63;2014;1.99
A;NR;TOTAL;ES63;2015;1.85
A;NR;TOTAL;ES63;2016;1.81
A;NR;TOTAL;ES63;2017;1.81
A;NR;TOTAL;ES63;2018;1.70
A;NR;TOTAL;ES63;2019;1.50
A;NR;TOTAL;ES63;2020;1.52426
A;NR;TOTAL;ES64;2009;2.26
A;NR;TOTAL;ES64;2010;2.36
A;NR;TOTAL;ES64;2011;2.48
A;NR;TOTAL;ES64;2012;2.52
A;NR;TOTAL;ES64;2013;2.49
A;NR;TOTAL;ES64;2014;2.69
A;NR;TOTAL;ES64;2015;2.53
A;NR;TOTAL;ES64;2016;2.47
A;NR;TOTAL;ES64;2017;2.30
A;NR;TOTAL;ES64;2018;2.33
A;NR;TOTAL;ES64;2019;2.17
A;NR;TOTAL;ES64;2020;1.70965
A;NR;TOTAL;ES70;2009;1.14
A;NR;TOTAL;ES70;2010;1.11
A;NR;TOTAL;ES70;2011;1.07
A;NR;TOTAL;ES70;2012;1.07
A;NR;TOTAL;ES70;2013;0.99
A;NR;TOTAL;ES70;2014;1.04
A;NR;TOTAL;ES70;2015;1.05
A;NR;TOTAL;ES70;2016;1.06
A;NR;TOTAL;ES70;2017;1.05
A;NR;TOTAL;ES70;2018;0.98
A;NR;TOTAL;ES70;2019;0.94
A;NR;TOTAL;ES70;2020;0.88447
A;NR;TOTAL;FI19;2009;1.95
A;NR;TOTAL;FI19;2010;1.93
A;NR;TOTAL;FI19;2011;1.90
A;NR;TOTAL;FI19;2012;1.91
A;NR;TOTAL;FI19;2013;1.81
A;NR;TOTAL;FI19;2014;1.79
A;NR;TOTAL;FI19;2015;1.72
A;NR;TOTAL;FI19;2016;1.64
A;NR;TOTAL;FI19;2017;1.54
A;NR;TOTAL;FI19;2018;1.44
A;NR;TOTAL;FI19;2019;1.40
A;NR;TOTAL;FI19;2020;1.38592
A;NR;TOTAL;FI1B;2009;1.69
A;NR;TOTAL;FI1B;2010;1.70
A;NR;TOTAL;FI1B;2011;1.65
A;NR;TOTAL;FI1B;2012;1.60
A;NR;TOTAL;FI1B;2013;1.58
A;NR;TOTAL;FI1B;2014;1.55
A;NR;TOTAL;FI1B;2015;1.51
A;NR;TOTAL;FI1B;2016;1.45
A;NR;TOTAL;FI1B;2017;1.38
A;NR;TOTAL;FI1B;2018;1.33
A;NR;TOTAL;FI1B;2019;1.28
A;NR;TOTAL;FI1B;2020;1.30151
A;NR;TOTAL;FI1C;2009;1.76
A;NR;TOTAL;FI1C;2010;1.81
A;NR;TOTAL;FI1C;2011;1.74
A;NR;TOTAL;FI1C;2012;1.73
A;NR;TOTAL;FI1C;2013;1.68
A;NR;TOTAL;FI1C;2014;1.66
A;NR;TOTAL;FI1C;2015;1.62
A;NR;TOTAL;FI1C;2016;1.51
A;NR;TOTAL;FI1C;2017;1.47
A;NR;TOTAL;FI1C;2018;1.36
A;NR;TOTAL;FI1C;2019;1.30
A;NR;TOTAL;FI1C;2020;1.32487
A;NR;TOTAL;FI1D;2009;2.11
A;NR;TOTAL;FI1D;2010;2.10
A;NR;TOTAL;FI1D;2011;2.09
A;NR;TOTAL;FI1D;2012;2.04
A;NR;TOTAL;FI1D;2013;1.99
A;NR;TOTAL;FI1D;2014;1.92
A;NR;TOTAL;FI1D;2015;1.81
A;NR;TOTAL;FI1D;2016;1.73
A;NR;TOTAL;FI1D;2017;1.63
A;NR;TOTAL;FI1D;2018;1.53
A;NR;TOTAL;FI1D;2019;1.44
A;NR;TOTAL;FI1D;2020;1.50643
A;NR;TOTAL;FI20;2009;1.69
A;NR;TOTAL;FI20;2010;1.83
A;NR;TOTAL;FI20;2011;1.80
A;NR;TOTAL;FI20;2012;1.85
A;NR;TOTAL;FI20;2013;1.80
A;NR;TOTAL;FI20;2014;1.78
A;NR;TOTAL;FI20;2015;1.69
A;NR;TOTAL;FI20;2016;1.79
A;NR;TOTAL;FI20;2017;1.68
A;NR;TOTAL;FI20;2018;1.66
A;NR;TOTAL;FI20;2019;1.57
A;NR;TOTAL;FI20;2020;1.52144
A;NR;TOTAL;FR10;2009;2.02
A;NR;TOTAL;FR10;2010;2.05
A;NR;TOTAL;FR10;2011;2.03
A;NR;TOTAL;FR10;2012;2.02
A;NR;TOTAL;FR10;2013;2.01
A;NR;TOTAL;FR10;2014;2.04
A;NR;TOTAL;FR10;2015;2.00
A;NR;TOTAL;FR10;2016;1.98
A;NR;TOTAL;FR10;2017;1.95
A;NR;TOTAL;FR10;2018;1.94
A;NR;TOTAL;FR10;2019;1.93
A;NR;TOTAL;FR10;2020;1.87502
A;NR;TOTAL;FRB0;2009;2.04
A;NR;TOTAL;FRB0;2010;2.09
A;NR;TOTAL;FRB0;2011;2.05
A;NR;TOTAL;FRB0;2012;2.06
A;NR;TOTAL;FRB0;2013;2.02
A;NR;TOTAL;FRB0;2014;2.02
A;NR;TOTAL;FRB0;2015;1.94
A;NR;TOTAL;FRB0;2016;1.93
A;NR;TOTAL;FRB0;2017;1.88
A;NR;TOTAL;FRB0;2018;1.87
A;NR;TOTAL;FRB0;2019;1.88
A;NR;TOTAL;FRB0;2020;1.85535
A;NR;TOTAL;FRC1;2009;1.93
A;NR;TOTAL;FRC1;2010;1.94
A;NR;TOTAL;FRC1;2011;1.93
A;NR;TOTAL;FRC1;2012;1.94
A;NR;TOTAL;FRC1;2013;1.91
A;NR;TOTAL;FRC1;2014;1.91
A;NR;TOTAL;FRC1;2015;1.87
A;NR;TOTAL;FRC1;2016;1.81
A;NR;TOTAL;FRC1;2017;1.78
A;NR;TOTAL;FRC1;2018;1.78
A;NR;TOTAL;FRC1;2019;1.75
A;NR;TOTAL;FRC1;2020;1.74603
A;NR;TOTAL;FRC2;2009;2.04
A;NR;TOTAL;FRC2;2010;2.08
A;NR;TOTAL;FRC2;2011;2.02
A;NR;TOTAL;FRC2;2012;2.01
A;NR;TOTAL;FRC2;2013;1.98
A;NR;TOTAL;FRC2;2014;1.98
A;NR;TOTAL;FRC2;2015;1.93
A;NR;TOTAL;FRC2;2016;1.91
A;NR;TOTAL;FRC2;2017;1.86
A;NR;TOTAL;FRC2;2018;1.83
A;NR;TOTAL;FRC2;2019;1.80
A;NR;TOTAL;FRC2;2020;1.76102
A;NR;TOTAL;FRD1;2009;2.01
A;NR;TOTAL;FRD1;2010;2.00
A;NR;TOTAL;FRD1;2011;1.99
A;NR;TOTAL;FRD1;2012;1.97
A;NR;TOTAL;FRD1;2013;1.93
A;NR;TOTAL;FRD1;2014;1.91
A;NR;TOTAL;FRD1;2015;1.87
A;NR;TOTAL;FRD1;2016;1.82
A;NR;TOTAL;FRD1;2017;1.76
A;NR;TOTAL;FRD1;2018;1.75
A;NR;TOTAL;FRD1;2019;1.77
A;NR;TOTAL;FRD1;2020;1.73180
A;NR;TOTAL;FRD2;2009;2.05
A;NR;TOTAL;FRD2;2010;2.10
A;NR;TOTAL;FRD2;2011;2.09
A;NR;TOTAL;FRD2;2012;2.09
A;NR;TOTAL;FRD2;2013;2.03
A;NR;TOTAL;FRD2;2014;2.00
A;NR;TOTAL;FRD2;2015;1.97
A;NR;TOTAL;FRD2;2016;1.95
A;NR;TOTAL;FRD2;2017;1.91
A;NR;TOTAL;FRD2;2018;1.90
A;NR;TOTAL;FRD2;2019;1.88
A;NR;TOTAL;FRD2;2020;1.83591
A;NR;TOTAL;FRE1;2009;2.08
A;NR;TOTAL;FRE1;2010;2.10
A;NR;TOTAL;FRE1;2011;2.12
A;NR;TOTAL;FRE1;2012;2.10
A;NR;TOTAL;FRE1;2013;2.10
A;NR;TOTAL;FRE1;2014;2.09
A;NR;TOTAL;FRE1;2015;2.02
A;NR;TOTAL;FRE1;2016;1.96
A;NR;TOTAL;FRE1;2017;1.91
A;NR;TOTAL;FRE1;2018;1.86
A;NR;TOTAL;FRE1;2019;1.86
A;NR;TOTAL;FRE1;2020;1.81827
A;NR;TOTAL;FRE2;2009;2.07
A;NR;TOTAL;FRE2;2010;2.11
A;NR;TOTAL;FRE2;2011;2.11
A;NR;TOTAL;FRE2;2012;2.09
A;NR;TOTAL;FRE2;2013;2.06
A;NR;TOTAL;FRE2;2014;2.05
A;NR;TOTAL;FRE2;2015;2.01
A;NR;TOTAL;FRE2;2016;1.93
A;NR;TOTAL;FRE2;2017;1.92
A;NR;TOTAL;FRE2;2018;1.86
A;NR;TOTAL;FRE2;2019;1.84
A;NR;TOTAL;FRE2;2020;1.81336
A;NR;TOTAL;FRF1;2009;1.84
A;NR;TOTAL;FRF1;2010;1.88
A;NR;TOTAL;FRF1;2011;1.83
A;NR;TOTAL;FRF1;2012;1.82
A;NR;TOTAL;FRF1;2013;1.83
A;NR;TOTAL;FRF1;2014;1.86
A;NR;TOTAL;FRF1;2015;1.80
A;NR;TOTAL;FRF1;2016;1.77
A;NR;TOTAL;FRF1;2017;1.74
A;NR;TOTAL;FRF1;2018;1.72
A;NR;TOTAL;FRF1;2019;1.69
A;NR;TOTAL;FRF1;2020;1.65310
A;NR;TOTAL;FRF2;2009;1.98
A;NR;TOTAL;FRF2;2010;2.00
A;NR;TOTAL;FRF2;2011;1.98
A;NR;TOTAL;FRF2;2012;1.95
A;NR;TOTAL;FRF2;2013;1.95
A;NR;TOTAL;FRF2;2014;1.93
A;NR;TOTAL;FRF2;2015;1.89
A;NR;TOTAL;FRF2;2016;1.84
A;NR;TOTAL;FRF2;2017;1.76
A;NR;TOTAL;FRF2;2018;1.76
A;NR;TOTAL;FRF2;2019;1.79
A;NR;TOTAL;FRF2;2020;1.73755
A;NR;TOTAL;FRF3;2009;1.82
A;NR;TOTAL;FRF3;2010;1.83
A;NR;TOTAL;FRF3;2011;1.80
A;NR;TOTAL;FRF3;2012;1.81
A;NR;TOTAL;FRF3;2013;1.80
A;NR;TOTAL;FRF3;2014;1.80
A;NR;TOTAL;FRF3;2015;1.74
A;NR;TOTAL;FRF3;2016;1.71
A;NR;TOTAL;FRF3;2017;1.69
A;NR;TOTAL;FRF3;2018;1.64
A;NR;TOTAL;FRF3;2019;1.64
A;NR;TOTAL;FRF3;2020;1.58334
A;NR;TOTAL;FRG0;2009;2.11
A;NR;TOTAL;FRG0;2010;2.13
A;NR;TOTAL;FRG0;2011;2.10
A;NR;TOTAL;FRG0;2012;2.09
A;NR;TOTAL;FRG0;2013;2.07
A;NR;TOTAL;FRG0;2014;2.03
A;NR;TOTAL;FRG0;2015;1.96
A;NR;TOTAL;FRG0;2016;1.91
A;NR;TOTAL;FRG0;2017;1.88
A;NR;TOTAL;FRG0;2018;1.86
A;NR;TOTAL;FRG0;2019;1.85
A;NR;TOTAL;FRG0;2020;1.82964
A;NR;TOTAL;FRH0;2009;2.02
A;NR;TOTAL;FRH0;2010;2.02
A;NR;TOTAL;FRH0;2011;2.01
A;NR;TOTAL;FRH0;2012;2.00
A;NR;TOTAL;FRH0;2013;1.95
A;NR;TOTAL;FRH0;2014;1.93
A;NR;TOTAL;FRH0;2015;1.86
A;NR;TOTAL;FRH0;2016;1.83
A;NR;TOTAL;FRH0;2017;1.80
A;NR;TOTAL;FRH0;2018;1.79
A;NR;TOTAL;FRH0;2019;1.78
A;NR;TOTAL;FRH0;2020;1.75320
A;NR;TOTAL;FRI1;2009;1.83
A;NR;TOTAL;FRI1;2010;1.84
A;NR;TOTAL;FRI1;2011;1.81
A;NR;TOTAL;FRI1;2012;1.80
A;NR;TOTAL;FRI1;2013;1.79
A;NR;TOTAL;FRI1;2014;1.79
A;NR;TOTAL;FRI1;2015;1.73
A;NR;TOTAL;FRI1;2016;1.70
A;NR;TOTAL;FRI1;2017;1.67
A;NR;TOTAL;FRI1;2018;1.64
A;NR;TOTAL;FRI1;2019;1.64
A;NR;TOTAL;FRI1;2020;1.63671
A;NR;TOTAL;FRI2;2009;1.84
A;NR;TOTAL;FRI2;2010;1.80
A;NR;TOTAL;FRI2;2011;1.84
A;NR;TOTAL;FRI2;2012;1.84
A;NR;TOTAL;FRI2;2013;1.78
A;NR;TOTAL;FRI2;2014;1.80
A;NR;TOTAL;FRI2;2015;1.76
A;NR;TOTAL;FRI2;2016;1.71
A;NR;TOTAL;FRI2;2017;1.70
A;NR;TOTAL;FRI2;2018;1.69
A;NR;TOTAL;FRI2;2019;1.70
A;NR;TOTAL;FRI2;2020;1.68143
A;NR;TOTAL;FRI3;2009;1.92
A;NR;TOTAL;FRI3;2010;1.94
A;NR;TOTAL;FRI3;2011;1.91
A;NR;TOTAL;FRI3;2012;1.91
A;NR;TOTAL;FRI3;2013;1.89
A;NR;TOTAL;FRI3;2014;1.87
A;NR;TOTAL;FRI3;2015;1.79
A;NR;TOTAL;FRI3;2016;1.79
A;NR;TOTAL;FRI3;2017;1.72
A;NR;TOTAL;FRI3;2018;1.69
A;NR;TOTAL;FRI3;2019;1.72
A;NR;TOTAL;FRI3;2020;1.66486
A;NR;TOTAL;FRJ1;2009;1.96
A;NR;TOTAL;FRJ1;2010;1.97
A;NR;TOTAL;FRJ1;2011;1.97
A;NR;TOTAL;FRJ1;2012;1.94
A;NR;TOTAL;FRJ1;2013;1.94
A;NR;TOTAL;FRJ1;2014;1.91
A;NR;TOTAL;FRJ1;2015;1.89
A;NR;TOTAL;FRJ1;2016;1.85
A;NR;TOTAL;FRJ1;2017;1.81
A;NR;TOTAL;FRJ1;2018;1.79
A;NR;TOTAL;FRJ1;2019;1.78
A;NR;TOTAL;FRJ1;2020;1.75680
A;NR;TOTAL;FRJ2;2009;1.84
A;NR;TOTAL;FRJ2;2010;1.86
A;NR;TOTAL;FRJ2;2011;1.86
A;NR;TOTAL;FRJ2;2012;1.88
A;NR;TOTAL;FRJ2;2013;1.82
A;NR;TOTAL;FRJ2;2014;1.84
A;NR;TOTAL;FRJ2;2015;1.78
A;NR;TOTAL;FRJ2;2016;1.74
A;NR;TOTAL;FRJ2;2017;1.71
A;NR;TOTAL;FRJ2;2018;1.68
A;NR;TOTAL;FRJ2;2019;1.67
A;NR;TOTAL;FRJ2;2020;1.64583
A;NR;TOTAL;FRK1;2009;1.85
A;NR;TOTAL;FRK1;2010;1.91
A;NR;TOTAL;FRK1;2011;1.84
A;NR;TOTAL;FRK1;2012;1.87
A;NR;TOTAL;FRK1;2013;1.84
A;NR;TOTAL;FRK1;2014;1.86
A;NR;TOTAL;FRK1;2015;1.80
A;NR;TOTAL;FRK1;2016;1.77
A;NR;TOTAL;FRK1;2017;1.76
A;NR;TOTAL;FRK1;2018;1.76
A;NR;TOTAL;FRK1;2019;1.73
A;NR;TOTAL;FRK1;2020;1.66346
A;NR;TOTAL;FRK2;2009;2.03
A;NR;TOTAL;FRK2;2010;2.06
A;NR;TOTAL;FRK2;2011;2.03
A;NR;TOTAL;FRK2;2012;2.04
A;NR;TOTAL;FRK2;2013;2.01
A;NR;TOTAL;FRK2;2014;2.02
A;NR;TOTAL;FRK2;2015;1.98
A;NR;TOTAL;FRK2;2016;1.93
A;NR;TOTAL;FRK2;2017;1.90
A;NR;TOTAL;FRK2;2018;1.88
A;NR;TOTAL;FRK2;2019;1.87
A;NR;TOTAL;FRK2;2020;1.81685
A;NR;TOTAL;FRL0;2009;2.01
A;NR;TOTAL;FRL0;2010;2.05
A;NR;TOTAL;FRL0;2011;2.03
A;NR;TOTAL;FRL0;2012;2.06
A;NR;TOTAL;FRL0;2013;2.07
A;NR;TOTAL;FRL0;2014;2.06
A;NR;TOTAL;FRL0;2015;2.02
A;NR;TOTAL;FRL0;2016;2.00
A;NR;TOTAL;FRL0;2017;1.98
A;NR;TOTAL;FRL0;2018;1.96
A;NR;TOTAL;FRL0;2019;1.96
A;NR;TOTAL;FRL0;2020;1.91302
A;NR;TOTAL;FRM0;2009;1.64
A;NR;TOTAL;FRM0;2010;1.62
A;NR;TOTAL;FRM0;2011;1.64
A;NR;TOTAL;FRM0;2012;1.57
A;NR;TOTAL;FRM0;2013;1.50
A;NR;TOTAL;FRM0;2014;1.52
A;NR;TOTAL;FRM0;2015;1.46
A;NR;TOTAL;FRM0;2016;1.47
A;NR;TOTAL;FRM0;2017;1.45
A;NR;TOTAL;FRM0;2018;1.42
A;NR;TOTAL;FRM0;2019;1.41
A;NR;TOTAL;FRM0;2020;1.35941
A;NR;TOTAL;FRY1;2009;NA
A;NR;TOTAL;FRY1;2010;NA
A;NR;TOTAL;FRY1;2011;NA
A;NR;TOTAL;FRY1;2012;NA
A;NR;TOTAL;FRY1;2013;2.27
A;NR;TOTAL;FRY1;2014;2.27
A;NR;TOTAL;FRY1;2015;2.18
A;NR;TOTAL;FRY1;2016;2.21
A;NR;TOTAL;FRY1;2017;1.98
A;NR;TOTAL;FRY1;2018;2.10
A;NR;TOTAL;FRY1;2019;2.30
A;NR;TOTAL;FRY1;2020;2.34714
A;NR;TOTAL;FRY2;2009;2.07
A;NR;TOTAL;FRY2;2010;2.02
A;NR;TOTAL;FRY2;2011;1.91
A;NR;TOTAL;FRY2;2012;1.98
A;NR;TOTAL;FRY2;2013;1.91
A;NR;TOTAL;FRY2;2014;2.08
A;NR;TOTAL;FRY2;2015;1.94
A;NR;TOTAL;FRY2;2016;1.90
A;NR;TOTAL;FRY2;2017;1.87
A;NR;TOTAL;FRY2;2018;1.91
A;NR;TOTAL;FRY2;2019;2.00
A;NR;TOTAL;FRY2;2020;1.88638
A;NR;TOTAL;FRY3;2009;3.49
A;NR;TOTAL;FRY3;2010;3.37
A;NR;TOTAL;FRY3;2011;3.41
A;NR;TOTAL;FRY3;2012;3.60
A;NR;TOTAL;FRY3;2013;3.46
A;NR;TOTAL;FRY3;2014;3.43
A;NR;TOTAL;FRY3;2015;3.43
A;NR;TOTAL;FRY3;2016;3.60
A;NR;TOTAL;FRY3;2017;3.91
A;NR;TOTAL;FRY3;2018;3.78
A;NR;TOTAL;FRY3;2019;3.73
A;NR;TOTAL;FRY3;2020;3.67671
A;NR;TOTAL;FRY4;2009;2.37
A;NR;TOTAL;FRY4;2010;2.36
A;NR;TOTAL;FRY4;2011;2.37
A;NR;TOTAL;FRY4;2012;2.43
A;NR;TOTAL;FRY4;2013;2.41
A;NR;TOTAL;FRY4;2014;2.44
A;NR;TOTAL;FRY4;2015;2.46
A;NR;TOTAL;FRY4;2016;2.43
A;NR;TOTAL;FRY4;2017;2.44
A;NR;TOTAL;FRY4;2018;2.40
A;NR;TOTAL;FRY4;2019;2.39
A;NR;TOTAL;FRY4;2020;2.37335
A;NR;TOTAL;FRY5;2009;NA
A;NR;TOTAL;FRY5;2010;NA
A;NR;TOTAL;FRY5;2011;NA
A;NR;TOTAL;FRY5;2012;NA
A;NR;TOTAL;FRY5;2013;NA
A;NR;TOTAL;FRY5;2014;4.12
A;NR;TOTAL;FRY5;2015;4.88
A;NR;TOTAL;FRY5;2016;4.96
A;NR;TOTAL;FRY5;2017;4.92
A;NR;TOTAL;FRY5;2018;4.66
A;NR;TOTAL;FRY5;2019;4.60
A;NR;TOTAL;FRY5;2020;4.17315
A;NR;TOTAL;HR03;2009;1.57
A;NR;TOTAL;HR03;2010;1.54
A;NR;TOTAL;HR03;2011;1.46
A;NR;TOTAL;HR03;2012;1.51
A;NR;TOTAL;HR03;2013;1.44
A;NR;TOTAL;HR03;2014;1.44
A;NR;TOTAL;HR03;2015;1.40
A;NR;TOTAL;HR03;2016;1.41
A;NR;TOTAL;HR03;2017;1.39
A;NR;TOTAL;HR03;2018;1.43
A;NR;TOTAL;HR03;2019;1.42
A;NR;TOTAL;HR03;2020;1.43607
A;NR;TOTAL;HR04;2009;1.59
A;NR;TOTAL;HR04;2010;1.55
A;NR;TOTAL;HR04;2011;1.49
A;NR;TOTAL;HR04;2012;1.52
A;NR;TOTAL;HR04;2013;1.47
A;NR;TOTAL;HR04;2014;1.47
A;NR;TOTAL;HR04;2015;1.40
A;NR;TOTAL;HR04;2016;1.43
A;NR;TOTAL;HR04;2017;1.43
A;NR;TOTAL;HR04;2018;1.49
A;NR;TOTAL;HR04;2019;1.49
A;NR;TOTAL;HR04;2020;NA
A;NR;TOTAL;HU11;2009;1.14
A;NR;TOTAL;HU11;2010;1.08
A;NR;TOTAL;HU11;2011;1.09
A;NR;TOTAL;HU11;2012;1.16
A;NR;TOTAL;HU11;2013;1.17
A;NR;TOTAL;HU11;2014;1.19
A;NR;TOTAL;HU11;2015;1.18
A;NR;TOTAL;HU11;2016;1.23
A;NR;TOTAL;HU11;2017;1.21
