frequency;unit;age;geo;year;value
A;NR;TOTAL;NL42;2016;1.53
A;NR;TOTAL;NL42;2017;1.48
A;NR;TOTAL;NL42;2018;1.45
A;NR;TOTAL;NL42;2019;1.43
A;NR;TOTAL;NL42;2020;1.42261
A;NR;TOTAL;NO01;2009;1.88
A;NR;TOTAL;NO01;2010;1.87
A;NR;TOTAL;NO01;2011;1.80
A;NR;TOTAL;NO01;2012;1.78
A;NR;TOTAL;NO01;2013;1.69
A;NR;TOTAL;NO01;2014;1.64
A;NR;TOTAL;NO01;2015;1.64
A;NR;TOTAL;NO01;2016;1.63
A;NR;TOTAL;NO01;2017;1.54
A;NR;TOTAL;NO01;2018;1.50
A;NR;TOTAL;NO01;2019;1.47
A;NR;TOTAL;NO01;2020;NA
A;NR;TOTAL;NO02;2009;1.90
A;NR;TOTAL;NO02;2010;1.84
A;NR;TOTAL;NO02;2011;1.78
A;NR;TOTAL;NO02;2012;1.82
A;NR;TOTAL;NO02;2013;1.68
A;NR;TOTAL;NO02;2014;1.74
A;NR;TOTAL;NO02;2015;1.65
A;NR;TOTAL;NO02;2016;1.64
A;NR;TOTAL;NO02;2017;1.57
A;NR;TOTAL;NO02;2018;1.51
A;NR;TOTAL;NO02;2019;1.48
A;NR;TOTAL;NO02;2020;1.40386
A;NR;TOTAL;NO03;2009;1.90
A;NR;TOTAL;NO03;2010;1.85
A;NR;TOTAL;NO03;2011;1.82
A;NR;TOTAL;NO03;2012;1.78
A;NR;TOTAL;NO03;2013;1.72
A;NR;TOTAL;NO03;2014;1.78
A;NR;TOTAL;NO03;2015;1.67
A;NR;TOTAL;NO03;2016;1.65
A;NR;TOTAL;NO03;2017;1.60
A;NR;TOTAL;NO03;2018;1.56
A;NR;TOTAL;NO03;2019;1.53
A;NR;TOTAL;NO03;2020;NA
A;NR;TOTAL;NO04;2009;2.15
A;NR;TOTAL;NO04;2010;2.15
A;NR;TOTAL;NO04;2011;2.04
A;NR;TOTAL;NO04;2012;2.02
A;NR;TOTAL;NO04;2013;1.94
A;NR;TOTAL;NO04;2014;1.87
A;NR;TOTAL;NO04;2015;1.85
A;NR;TOTAL;NO04;2016;1.85
A;NR;TOTAL;NO04;2017;1.77
A;NR;TOTAL;NO04;2018;1.68
A;NR;TOTAL;NO04;2019;1.64
A;NR;TOTAL;NO04;2020;NA
A;NR;TOTAL;NO05;2009;2.07
A;NR;TOTAL;NO05;2010;1.99
A;NR;TOTAL;NO05;2011;1.96
A;NR;TOTAL;NO05;2012;1.91
A;NR;TOTAL;NO05;2013;1.84
A;NR;TOTAL;NO05;2014;1.81
A;NR;TOTAL;NO05;2015;1.82
A;NR;TOTAL;NO05;2016;1.79
A;NR;TOTAL;NO05;2017;1.70
A;NR;TOTAL;NO05;2018;1.64
A;NR;TOTAL;NO05;2019;1.60
A;NR;TOTAL;NO05;2020;NA
A;NR;TOTAL;NO06;2009;2.00
A;NR;TOTAL;NO06;2010;2.01
A;NR;TOTAL;NO06;2011;1.89
A;NR;TOTAL;NO06;2012;1.84
A;NR;TOTAL;NO06;2013;1.84
A;NR;TOTAL;NO06;2014;1.79
A;NR;TOTAL;NO06;2015;1.74
A;NR;TOTAL;NO06;2016;1.72
A;NR;TOTAL;NO06;2017;1.63
A;NR;TOTAL;NO06;2018;1.53
A;NR;TOTAL;NO06;2019;1.52
A;NR;TOTAL;NO06;2020;1.45973
A;NR;TOTAL;NO07;2009;2.02
A;NR;TOTAL;NO07;2010;1.96
A;NR;TOTAL;NO07;2011;1.89
A;NR;TOTAL;NO07;2012;1.84
A;NR;TOTAL;NO07;2013;1.81
A;NR;TOTAL;NO07;2014;1.71
A;NR;TOTAL;NO07;2015;1.74
A;NR;TOTAL;NO07;2016;1.68
A;NR;TOTAL;NO07;2017;1.59
A;NR;TOTAL;NO07;2018;1.54
A;NR;TOTAL;NO07;2019;1.49
A;NR;TOTAL;NO07;2020;1.40708
A;NR;TOTAL;PL21;2009;1.41
A;NR;TOTAL;PL21;2010;1.40
A;NR;TOTAL;PL21;2011;1.33
A;NR;TOTAL;PL21;2012;1.32
A;NR;TOTAL;PL21;2013;1.32
A;NR;TOTAL;PL21;2014;1.33
A;NR;TOTAL;PL21;2015;1.35
A;NR;TOTAL;PL21;2016;1.43
A;NR;TOTAL;PL21;2017;1.52
A;NR;TOTAL;PL21;2018;1.53
A;NR;TOTAL;PL21;2019;1.51
A;NR;TOTAL;PL21;2020;1.46756
A;NR;TOTAL;PL22;2009;1.33
A;NR;TOTAL;PL22;2010;1.34
A;NR;TOTAL;PL22;2011;1.27
A;NR;TOTAL;PL22;2012;1.27
A;NR;TOTAL;PL22;2013;1.27
A;NR;TOTAL;PL22;2014;1.29
A;NR;TOTAL;PL22;2015;1.28
A;NR;TOTAL;PL22;2016;1.35
A;NR;TOTAL;PL22;2017;1.45
A;NR;TOTAL;PL22;2018;1.41
A;NR;TOTAL;PL22;2019;1.38
A;NR;TOTAL;PL22;2020;1.33665
A;NR;TOTAL;PL41;2009;1.48
A;NR;TOTAL;PL41;2010;1.48
A;NR;TOTAL;PL41;2011;1.38
A;NR;TOTAL;PL41;2012;1.38
A;NR;TOTAL;PL41;2013;1.36
A;NR;TOTAL;PL41;2014;1.39
A;NR;TOTAL;PL41;2015;1.40
A;NR;TOTAL;PL41;2016;1.48
A;NR;TOTAL;PL41;2017;1.60
A;NR;TOTAL;PL41;2018;1.57
A;NR;TOTAL;PL41;2019;1.55
A;NR;TOTAL;PL41;2020;1.51646
A;NR;TOTAL;PL42;2009;1.36
A;NR;TOTAL;PL42;2010;1.31
A;NR;TOTAL;PL42;2011;1.22
A;NR;TOTAL;PL42;2012;1.23
A;NR;TOTAL;PL42;2013;1.24
A;NR;TOTAL;PL42;2014;1.27
A;NR;TOTAL;PL42;2015;1.25
A;NR;TOTAL;PL42;2016;1.33
A;NR;TOTAL;PL42;2017;1.41
A;NR;TOTAL;PL42;2018;1.36
A;NR;TOTAL;PL42;2019;1.32
A;NR;TOTAL;PL42;2020;1.27336
A;NR;TOTAL;PL43;2009;1.43
A;NR;TOTAL;PL43;2010;1.36
A;NR;TOTAL;PL43;2011;1.30
A;NR;TOTAL;PL43;2012;1.31
A;NR;TOTAL;PL43;2013;1.28
A;NR;TOTAL;PL43;2014;1.30
A;NR;TOTAL;PL43;2015;1.28
A;NR;TOTAL;PL43;2016;1.36
A;NR;TOTAL;PL43;2017;1.46
A;NR;TOTAL;PL43;2018;1.38
A;NR;TOTAL;PL43;2019;1.35
A;NR;TOTAL;PL43;2020;1.32270
A;NR;TOTAL;PL51;2009;1.31
A;NR;TOTAL;PL51;2010;1.29
A;NR;TOTAL;PL51;2011;1.21
A;NR;TOTAL;PL51;2012;1.20
A;NR;TOTAL;PL51;2013;1.19
A;NR;TOTAL;PL51;2014;1.26
A;NR;TOTAL;PL51;2015;1.24
A;NR;TOTAL;PL51;2016;1.32
A;NR;TOTAL;PL51;2017;1.39
A;NR;TOTAL;PL51;2018;1.39
A;NR;TOTAL;PL51;2019;1.38
A;NR;TOTAL;PL51;2020;1.34902
A;NR;TOTAL;PL52;2009;1.14
A;NR;TOTAL;PL52;2010;1.14
A;NR;TOTAL;PL52;2011;1.10
A;NR;TOTAL;PL52;2012;1.15
A;NR;TOTAL;PL52;2013;1.16
A;NR;TOTAL;PL52;2014;1.23
A;NR;TOTAL;PL52;2015;1.21
A;NR;TOTAL;PL52;2016;1.28
A;NR;TOTAL;PL52;2017;1.36
A;NR;TOTAL;PL52;2018;1.32
A;NR;TOTAL;PL52;2019;1.33
A;NR;TOTAL;PL52;2020;1.27663
A;NR;TOTAL;PL61;2009;1.42
A;NR;TOTAL;PL61;2010;1.39
A;NR;TOTAL;PL61;2011;1.30
A;NR;TOTAL;PL61;2012;1.29
A;NR;TOTAL;PL61;2013;1.28
A;NR;TOTAL;PL61;2014;1.31
A;NR;TOTAL;PL61;2015;1.27
A;NR;TOTAL;PL61;2016;1.34
A;NR;TOTAL;PL61;2017;1.43
A;NR;TOTAL;PL61;2018;1.39
A;NR;TOTAL;PL61;2019;1.39
A;NR;TOTAL;PL61;2020;1.32209
A;NR;TOTAL;PL62;2009;1.48
A;NR;TOTAL;PL62;2010;1.40
A;NR;TOTAL;PL62;2011;1.31
A;NR;TOTAL;PL62;2012;1.28
A;NR;TOTAL;PL62;2013;1.27
A;NR;TOTAL;PL62;2014;1.32
A;NR;TOTAL;PL62;2015;1.27
A;NR;TOTAL;PL62;2016;1.32
A;NR;TOTAL;PL62;2017;1.45
A;NR;TOTAL;PL62;2018;1.39
A;NR;TOTAL;PL62;2019;1.35
A;NR;TOTAL;PL62;2020;1.29601
A;NR;TOTAL;PL63;2009;1.54
A;NR;TOTAL;PL63;2010;1.50
A;NR;TOTAL;PL63;2011;1.39
A;NR;TOTAL;PL63;2012;1.40
A;NR;TOTAL;PL63;2013;1.38
A;NR;TOTAL;PL63;2014;1.43
A;NR;TOTAL;PL63;2015;1.44
A;NR;TOTAL;PL63;2016;1.54
A;NR;TOTAL;PL63;2017;1.66
A;NR;TOTAL;PL63;2018;1.62
A;NR;TOTAL;PL63;2019;1.62
A;NR;TOTAL;PL63;2020;1.55085
A;NR;TOTAL;PL71;2009;NA
A;NR;TOTAL;PL71;2010;NA
A;NR;TOTAL;PL71;2011;NA
A;NR;TOTAL;PL71;2012;NA
A;NR;TOTAL;PL71;2013;1.25
A;NR;TOTAL;PL71;2014;1.28
A;NR;TOTAL;PL71;2015;1.27
A;NR;TOTAL;PL71;2016;1.34
A;NR;TOTAL;PL71;2017;1.42
A;NR;TOTAL;PL71;2018;1.41
A;NR;TOTAL;PL71;2019;1.36
A;NR;TOTAL;PL71;2020;1.34779
A;NR;TOTAL;PL72;2009;NA
A;NR;TOTAL;PL72;2010;NA
A;NR;TOTAL;PL72;2011;NA
A;NR;TOTAL;PL72;2012;NA
A;NR;TOTAL;PL72;2013;1.19
A;NR;TOTAL;PL72;2014;1.21
A;NR;TOTAL;PL72;2015;1.21
A;NR;TOTAL;PL72;2016;1.23
A;NR;TOTAL;PL72;2017;1.29
A;NR;TOTAL;PL72;2018;1.29
A;NR;TOTAL;PL72;2019;1.26
A;NR;TOTAL;PL72;2020;1.19854
A;NR;TOTAL;PL81;2009;NA
A;NR;TOTAL;PL81;2010;NA
A;NR;TOTAL;PL81;2011;NA
A;NR;TOTAL;PL81;2012;NA
A;NR;TOTAL;PL81;2013;1.25
A;NR;TOTAL;PL81;2014;1.27
A;NR;TOTAL;PL81;2015;1.28
A;NR;TOTAL;PL81;2016;1.29
A;NR;TOTAL;PL81;2017;1.39
A;NR;TOTAL;PL81;2018;1.36
A;NR;TOTAL;PL81;2019;1.34
A;NR;TOTAL;PL81;2020;1.28050
A;NR;TOTAL;PL82;2009;NA
A;NR;TOTAL;PL82;2010;NA
A;NR;TOTAL;PL82;2011;NA
A;NR;TOTAL;PL82;2012;NA
A;NR;TOTAL;PL82;2013;1.28
A;NR;TOTAL;PL82;2014;1.26
A;NR;TOTAL;PL82;2015;1.25
A;NR;TOTAL;PL82;2016;1.30
A;NR;TOTAL;PL82;2017;1.42
A;NR;TOTAL;PL82;2018;1.41
A;NR;TOTAL;PL82;2019;1.38
A;NR;TOTAL;PL82;2020;1.33269
A;NR;TOTAL;PL84;2009;NA
A;NR;TOTAL;PL84;2010;NA
A;NR;TOTAL;PL84;2011;NA
A;NR;TOTAL;PL84;2012;NA
A;NR;TOTAL;PL84;2013;1.23
A;NR;TOTAL;PL84;2014;1.29
A;NR;TOTAL;PL84;2015;1.28
A;NR;TOTAL;PL84;2016;1.36
A;NR;TOTAL;PL84;2017;1.46
A;NR;TOTAL;PL84;2018;1.45
A;NR;TOTAL;PL84;2019;1.42
A;NR;TOTAL;PL84;2020;1.34793
A;NR;TOTAL;PL91;2009;NA
A;NR;TOTAL;PL91;2010;NA
A;NR;TOTAL;PL91;2011;NA
A;NR;TOTAL;PL91;2012;NA
A;NR;TOTAL;PL91;2013;NA
A;NR;TOTAL;PL91;2014;1.35
A;NR;TOTAL;PL91;2015;1.40
A;NR;TOTAL;PL91;2016;1.50
A;NR;TOTAL;PL91;2017;1.56
A;NR;TOTAL;PL91;2018;1.59
A;NR;TOTAL;PL91;2019;1.60
A;NR;TOTAL;PL91;2020;1.60131
A;NR;TOTAL;PL92;2009;NA
A;NR;TOTAL;PL92;2010;NA
A;NR;TOTAL;PL92;2011;NA
A;NR;TOTAL;PL92;2012;NA
A;NR;TOTAL;PL92;2013;NA
A;NR;TOTAL;PL92;2014;1.41
A;NR;TOTAL;PL92;2015;1.41
A;NR;TOTAL;PL92;2016;1.45
A;NR;TOTAL;PL92;2017;1.57
A;NR;TOTAL;PL92;2018;1.52
A;NR;TOTAL;PL92;2019;1.51
A;NR;TOTAL;PL92;2020;1.42518
A;NR;TOTAL;PT11;2009;1.24
A;NR;TOTAL;PT11;2010;1.27
A;NR;TOTAL;PT11;2011;1.24
A;NR;TOTAL;PT11;2012;1.15
A;NR;TOTAL;PT11;2013;1.10
A;NR;TOTAL;PT11;2014;1.09
A;NR;TOTAL;PT11;2015;1.17
A;NR;TOTAL;PT11;2016;1.24
A;NR;TOTAL;PT11;2017;1.24
A;NR;TOTAL;PT11;2018;1.26
A;NR;TOTAL;PT11;2019;1.26
A;NR;TOTAL;PT11;2020;1.25725
A;NR;TOTAL;PT15;2009;1.55
A;NR;TOTAL;PT15;2010;1.58
A;NR;TOTAL;PT15;2011;1.51
A;NR;TOTAL;PT15;2012;1.43
A;NR;TOTAL;PT15;2013;1.31
A;NR;TOTAL;PT15;2014;1.35
A;NR;TOTAL;PT15;2015;1.49
A;NR;TOTAL;PT15;2016;1.57
A;NR;TOTAL;PT15;2017;1.62
A;NR;TOTAL;PT15;2018;1.72
A;NR;TOTAL;PT15;2019;1.78
A;NR;TOTAL;PT15;2020;1.76924
A;NR;TOTAL;PT16;2009;1.22
A;NR;TOTAL;PT16;2010;1.26
A;NR;TOTAL;PT16;2011;1.23
A;NR;TOTAL;PT16;2012;1.18
A;NR;TOTAL;PT16;2013;1.11
A;NR;TOTAL;PT16;2014;1.12
A;NR;TOTAL;PT16;2015;1.19
A;NR;TOTAL;PT16;2016;1.22
A;NR;TOTAL;PT16;2017;1.23
A;NR;TOTAL;PT16;2018;1.27
A;NR;TOTAL;PT16;2019;1.28
A;NR;TOTAL;PT16;2020;1.26085
A;NR;TOTAL;PT17;2009;1.56
A;NR;TOTAL;PT17;2010;1.63
A;NR;TOTAL;PT17;2011;1.56
A;NR;TOTAL;PT17;2012;1.50
A;NR;TOTAL;PT17;2013;1.43
A;NR;TOTAL;PT17;2014;1.50
A;NR;TOTAL;PT17;2015;1.56
A;NR;TOTAL;PT17;2016;1.63
A;NR;TOTAL;PT17;2017;1.67
A;NR;TOTAL;PT17;2018;1.72
A;NR;TOTAL;PT17;2019;1.75
A;NR;TOTAL;PT17;2020;1.68941
A;NR;TOTAL;PT18;2009;1.31
A;NR;TOTAL;PT18;2010;1.37
A;NR;TOTAL;PT18;2011;1.34
A;NR;TOTAL;PT18;2012;1.33
A;NR;TOTAL;PT18;2013;1.22
A;NR;TOTAL;PT18;2014;1.22
A;NR;TOTAL;PT18;2015;1.34
A;NR;TOTAL;PT18;2016;1.37
A;NR;TOTAL;PT18;2017;1.35
A;NR;TOTAL;PT18;2018;1.43
A;NR;TOTAL;PT18;2019;1.44
A;NR;TOTAL;PT18;2020;1.44256
A;NR;TOTAL;PT20;2009;1.47
A;NR;TOTAL;PT20;2010;1.44
A;NR;TOTAL;PT20;2011;1.47
A;NR;TOTAL;PT20;2012;1.34
A;NR;TOTAL;PT20;2013;1.27
A;NR;TOTAL;PT20;2014;1.27
A;NR;TOTAL;PT20;2015;1.25
A;NR;TOTAL;PT20;2016;1.27
A;NR;TOTAL;PT20;2017;1.25
A;NR;TOTAL;PT20;2018;1.29
A;NR;TOTAL;PT20;2019;1.24
A;NR;TOTAL;PT20;2020;1.22721
A;NR;TOTAL;PT30;2009;1.17
A;NR;TOTAL;PT30;2010;1.27
A;NR;TOTAL;PT30;2011;1.24
A;NR;TOTAL;PT30;2012;1.08
A;NR;TOTAL;PT30;2013;0.98
A;NR;TOTAL;PT30;2014;0.95
A;NR;TOTAL;PT30;2015;1.10
A;NR;TOTAL;PT30;2016;1.07
A;NR;TOTAL;PT30;2017;1.16
A;NR;TOTAL;PT30;2018;1.16
A;NR;TOTAL;PT30;2019;1.16
A;NR;TOTAL;PT30;2020;1.14609
A;NR;TOTAL;RO11;2009;1.37
A;NR;TOTAL;RO11;2010;1.34
A;NR;TOTAL;RO11;2011;1.34
A;NR;TOTAL;RO11;2012;1.48
A;NR;TOTAL;RO11;2013;1.38
A;NR;TOTAL;RO11;2014;1.50
A;NR;TOTAL;RO11;2015;1.56
A;NR;TOTAL;RO11;2016;1.59
A;NR;TOTAL;RO11;2017;1.70
A;NR;TOTAL;RO11;2018;1.69
A;NR;TOTAL;RO11;2019;1.69
A;NR;TOTAL;RO11;2020;1.69165
A;NR;TOTAL;RO12;2009;1.44
A;NR;TOTAL;RO12;2010;1.40
A;NR;TOTAL;RO12;2011;1.45
A;NR;TOTAL;RO12;2012;1.63
A;NR;TOTAL;RO12;2013;1.60
A;NR;TOTAL;RO12;2014;1.70
A;NR;TOTAL;RO12;2015;1.71
A;NR;TOTAL;RO12;2016;1.76
A;NR;TOTAL;RO12;2017;1.88
A;NR;TOTAL;RO12;2018;1.84
A;NR;TOTAL;RO12;2019;1.85
A;NR;TOTAL;RO12;2020;1.85752
A;NR;TOTAL;RO21;2009;1.48
A;NR;TOTAL;RO21;2010;1.41
A;NR;TOTAL;RO21;2011;1.52
A;NR;TOTAL;RO21;2012;1.90
A;NR;TOTAL;RO21;2013;1.80
A;NR;TOTAL;RO21;2014;1.92
A;NR;TOTAL;RO21;2015;2.01
A;NR;TOTAL;RO21;2016;1.95
A;NR;TOTAL;RO21;2017;2.16
A;NR;TOTAL;RO21;2018;2.09
A;NR;TOTAL;RO21;2019;2.14
A;NR;TOTAL;RO21;2020;2.17340
A;NR;TOTAL;RO22;2009;1.35
A;NR;TOTAL;RO22;2010;1.32
A;NR;TOTAL;RO22;2011;1.34
A;NR;TOTAL;RO22;2012;1.60
A;NR;TOTAL;RO22;2013;1.57
A;NR;TOTAL;RO22;2014;1.67
A;NR;TOTAL;RO22;2015;1.72
A;NR;TOTAL;RO22;2016;1.77
A;NR;TOTAL;RO22;2017;1.89
A;NR;TOTAL;RO22;2018;1.84
A;NR;TOTAL;RO22;2019;1.84
A;NR;TOTAL;RO22;2020;1.86196
A;NR;TOTAL;RO31;2009;1.41
A;NR;TOTAL;RO31;2010;1.36
A;NR;TOTAL;RO31;2011;1.36
A;NR;TOTAL;RO31;2012;1.52
A;NR;TOTAL;RO31;2013;1.44
A;NR;TOTAL;RO31;2014;1.53
A;NR;TOTAL;RO31;2015;1.61
A;NR;TOTAL;RO31;2016;1.64
A;NR;TOTAL;RO31;2017;1.74
A;NR;TOTAL;RO31;2018;1.74
A;NR;TOTAL;RO31;2019;1.76
A;NR;TOTAL;RO31;2020;1.77680
A;NR;TOTAL;RO32;2009;1.31
A;NR;TOTAL;RO32;2010;1.28
A;NR;TOTAL;RO32;2011;1.16
A;NR;TOTAL;RO32;2012;1.17
A;NR;TOTAL;RO32;2013;1.13
A;NR;TOTAL;RO32;2014;1.22
A;NR;TOTAL;RO32;2015;1.27
A;NR;TOTAL;RO32;2016;1.32
A;NR;TOTAL;RO32;2017;1.52
A;NR;TOTAL;RO32;2018;1.53
A;NR;TOTAL;RO32;2019;1.55
A;NR;TOTAL;RO32;2020;1.66534
A;NR;TOTAL;RO41;2009;1.26
A;NR;TOTAL;RO41;2010;1.20
A;NR;TOTAL;RO41;2011;1.27
A;NR;TOTAL;RO41;2012;1.48
A;NR;TOTAL;RO41;2013;1.39
A;NR;TOTAL;RO41;2014;1.47
A;NR;TOTAL;RO41;2015;1.51
A;NR;TOTAL;RO41;2016;1.52
A;NR;TOTAL;RO41;2017;1.63
A;NR;TOTAL;RO41;2018;1.66
A;NR;TOTAL;RO41;2019;1.64
A;NR;TOTAL;RO41;2020;1.63016
A;NR;TOTAL;RO42;2009;1.26
A;NR;TOTAL;RO42;2010;1.22
A;NR;TOTAL;RO42;2011;1.21
A;NR;TOTAL;RO42;2012;1.33
A;NR;TOTAL;RO42;2013;1.27
A;NR;TOTAL;RO42;2014;1.39
A;NR;TOTAL;RO42;2015;1.47
A;NR;TOTAL;RO42;2016;1.51
A;NR;TOTAL;RO42;2017;1.58
A;NR;TOTAL;RO42;2018;1.60
A;NR;TOTAL;RO42;2019;1.58
A;NR;TOTAL;RO42;2020;1.56681
A;NR;TOTAL;RS11;2009;NA
A;NR;TOTAL;RS11;2010;NA
A;NR;TOTAL;RS11;2011;NA
A;NR;TOTAL;RS11;2012;NA
A;NR;TOTAL;RS11;2013;NA
A;NR;TOTAL;RS11;2014;NA
A;NR;TOTAL;RS11;2015;NA
A;NR;TOTAL;RS11;2016;NA
A;NR;TOTAL;RS11;2017;1.48
A;NR;TOTAL;RS11;2018;1.49
A;NR;TOTAL;RS11;2019;1.52
A;NR;TOTAL;RS11;2020;1.47105
A;NR;TOTAL;RS12;2009;NA
A;NR;TOTAL;RS12;2010;NA
A;NR;TOTAL;RS12;2011;NA
A;NR;TOTAL;RS12;2012;NA
A;NR;TOTAL;RS12;2013;NA
A;NR;TOTAL;RS12;2014;NA
A;NR;TOTAL;RS12;2015;NA
A;NR;TOTAL;RS12;2016;NA
A;NR;TOTAL;RS12;2017;1.51
A;NR;TOTAL;RS12;2018;1.48
A;NR;TOTAL;RS12;2019;1.50
A;NR;TOTAL;RS12;2020;1.49702
A;NR;TOTAL;RS21;2009;NA
A;NR;TOTAL;RS21;2010;NA
A;NR;TOTAL;RS21;2011;NA
A;NR;TOTAL;RS21;2012;NA
A;NR;TOTAL;RS21;2013;NA
A;NR;TOTAL;RS21;2014;NA
A;NR;TOTAL;RS21;2015;NA
A;NR;TOTAL;RS21;2016;NA
A;NR;TOTAL;RS21;2017;1.48
A;NR;TOTAL;RS21;2018;1.50
A;NR;TOTAL;RS21;2019;1.53
A;NR;TOTAL;RS21;2020;1.51770
A;NR;TOTAL;RS22;2009;NA
A;NR;TOTAL;RS22;2010;NA
A;NR;TOTAL;RS22;2011;NA
A;NR;TOTAL;RS22;2012;NA
A;NR;TOTAL;RS22;2013;NA
A;NR;TOTAL;RS22;2014;NA
A;NR;TOTAL;RS22;2015;NA
A;NR;TOTAL;RS22;2016;NA
A;NR;TOTAL;RS22;2017;1.42
A;NR;TOTAL;RS22;2018;1.41
A;NR;TOTAL;RS22;2019;1.46
A;NR;TOTAL;RS22;2020;1.37429
A;NR;TOTAL;SE11;2009;1.94
A;NR;TOTAL;SE11;2010;1.98
A;NR;TOTAL;SE11;2011;1.88
A;NR;TOTAL;SE11;2012;1.87
A;NR;TOTAL;SE11;2013;1.88
A;NR;TOTAL;SE11;2014;1.84
A;NR;TOTAL;SE11;2015;1.81
A;NR;TOTAL;SE11;2016;1.78
A;NR;TOTAL;SE11;2017;1.71
A;NR;TOTAL;SE11;2018;1.66
A;NR;TOTAL;SE11;2019;1.61
A;NR;TOTAL;SE11;2020;1.59377
A;NR;TOTAL;SE12;2009;1.90
A;NR;TOTAL;SE12;2010;1.96
A;NR;TOTAL;SE12;2011;1.89
A;NR;TOTAL;SE12;2012;1.93
A;NR;TOTAL;SE12;2013;1.88
A;NR;TOTAL;SE12;2014;1.88
A;NR;TOTAL;SE12;2015;1.86
A;NR;TOTAL;SE12;2016;1.86
A;NR;TOTAL;SE12;2017;1.80
A;NR;TOTAL;SE12;2018;1.76
A;NR;TOTAL;SE12;2019;1.72
A;NR;TOTAL;SE12;2020;1.64288
A;NR;TOTAL;SE21;2009;1.99
A;NR;TOTAL;SE21;2010;2.05
A;NR;TOTAL;SE21;2011;1.97
A;NR;TOTAL;SE21;2012;2.01
A;NR;TOTAL;SE21;2013;1.97
A;NR;TOTAL;SE21;2014;1.99
A;NR;TOTAL;SE21;2015;1.96
A;NR;TOTAL;SE21;2016;1.98
A;NR;TOTAL;SE21;2017;1.91
A;NR;TOTAL;SE21;2018;1.88
A;NR;TOTAL;SE21;2019;1.83
A;NR;TOTAL;SE21;2020;1.84900
A;NR;TOTAL;SE22;2009;1.92
A;NR;TOTAL;SE22;2010;1.95
A;NR;TOTAL;SE22;2011;1.89
A;NR;TOTAL;SE22;2012;1.90
A;NR;TOTAL;SE22;2013;1.88
A;NR;TOTAL;SE22;2014;1.88
A;NR;TOTAL;SE22;2015;1.83
A;NR;TOTAL;SE22;2016;1.84
A;NR;TOTAL;SE22;2017;1.78
A;NR;TOTAL;SE22;2018;1.76
A;NR;TOTAL;SE22;2019;1.72
A;NR;TOTAL;SE22;2020;1.67463
A;NR;TOTAL;SE23;2009;1.95
A;NR;TOTAL;SE23;2010;2.01
A;NR;TOTAL;SE23;2011;1.89
A;NR;TOTAL;SE23;2012;1.90
A;NR;TOTAL;SE23;2013;1.88
A;NR;TOTAL;SE23;2014;1.88
A;NR;TOTAL;SE23;2015;1.82
A;NR;TOTAL;SE23;2016;1.85
A;NR;TOTAL;SE23;2017;1.76
A;NR;TOTAL;SE23;2018;1.74
A;NR;TOTAL;SE23;2019;1.71
A;NR;TOTAL;SE23;2020;1.66920
A;NR;TOTAL;SE31;2009;1.94
A;NR;TOTAL;SE31;2010;1.99
A;NR;TOTAL;SE31;2011;1.92
A;NR;TOTAL;SE31;2012;1.96
A;NR;TOTAL;SE31;2013;1.87
A;NR;TOTAL;SE31;2014;1.92
A;NR;TOTAL;SE31;2015;1.91
A;NR;TOTAL;SE31;2016;1.92
A;NR;TOTAL;SE31;2017;1.89
A;NR;TOTAL;SE31;2018;1.89
A;NR;TOTAL;SE31;2019;1.78
A;NR;TOTAL;SE31;2020;1.73212
A;NR;TOTAL;SE32;2009;1.95
A;NR;TOTAL;SE32;2010;2.05
A;NR;TOTAL;SE32;2011;1.96
A;NR;TOTAL;SE32;2012;1.88
A;NR;TOTAL;SE32;2013;1.87
A;NR;TOTAL;SE32;2014;1.90
A;NR;TOTAL;SE32;2015;1.94
A;NR;TOTAL;SE32;2016;1.91
A;NR;TOTAL;SE32;2017;1.90
A;NR;TOTAL;SE32;2018;1.90
A;NR;TOTAL;SE32;2019;1.82
A;NR;TOTAL;SE32;2020;1.69577
A;NR;TOTAL;SE33;2009;1.88
A;NR;TOTAL;SE33;2010;1.88
A;NR;TOTAL;SE33;2011;1.89
A;NR;TOTAL;SE33;2012;1.80
A;NR;TOTAL;SE33;2013;1.86
A;NR;TOTAL;SE33;2014;1.79
A;NR;TOTAL;SE33;2015;1.79
A;NR;TOTAL;SE33;2016;1.82
A;NR;TOTAL;SE33;2017;1.73
A;NR;TOTAL;SE33;2018;1.69
A;NR;TOTAL;SE33;2019;1.70
A;NR;TOTAL;SE33;2020;1.64977
A;NR;TOTAL;SI03;2009;1.48
A;NR;TOTAL;SI03;2010;1.51
A;NR;TOTAL;SI03;2011;1.52
A;NR;TOTAL;SI03;2012;1.54
A;NR;TOTAL;SI03;2013;1.53
A;NR;TOTAL;SI03;2014;1.59
A;NR;TOTAL;SI03;2015;1.58
A;NR;TOTAL;SI03;2016;1.61
A;NR;TOTAL;SI03;2017;1.67
A;NR;TOTAL;SI03;2018;1.64
A;NR;TOTAL;SI03;2019;1.68
A;NR;TOTAL;SI03;2020;1.62899
A;NR;TOTAL;SI04;2009;1.60
A;NR;TOTAL;SI04;2010;1.65
A;NR;TOTAL;SI04;2011;1.61
A;NR;TOTAL;SI04;2012;1.63
A;NR;TOTAL;SI04;2013;1.57
A;NR;TOTAL;SI04;2014;1.58
A;NR;TOTAL;SI04;2015;1.57
